image_name;meanLABL;meanLABa;meanLABb;stdLABL;stdLABa;stdLABb;meanNIR1;stdNIR1;label_class
image2;0;0;0;0;0;0;0;0;label2
BD04_inf_201724_004_02_RGBhr.jpg_1.jpg;74.9070871661489;-6.35135015836876;3.48091337596243;26.0935418271108;7.76427514103686;5.23032190712255;0;0;Poma
BD04_inf_201724_004_02_RGBhr.jpg_2.jpg;80.9112623091033;0.35720096681537;-0.349899358434151;17.9292729778251;9.31432928024143;5.40384084240368;0;0;Poma
BD04_inf_201724_004_02_RGBhr.jpg_3.jpg;77.9993539172106;0.382876976762938;-0.941018255916266;19.945316875962;10.5795564525014;6.39876306432166;0;0;Poma
BD04_inf_201724_004_02_RGBhr.jpg_4.jpg;78.3594459967829;1.28105504205353;-2.55768830211806;22.9912018214858;9.89121966973103;6.26444503518724;0;0;Poma
BD04_inf_201724_004_02_RGBhr.jpg_5.jpg;56.9468373503406;-7.66227510210491;3.23384262739874;22.9592036690068;12.1642043114155;8.62657245845543;0;0;Poma
BD04_inf_201724_004_02_RGBhr.jpg_6.jpg;77.122750807732;-7.557803157632;3.21555683968692;19.8006160359372;6.75811384239961;4.91994132219097;0;0;Poma
BD04_inf_201724_004_02_RGBhr.jpg_7.jpg;76.1515563533434;-9.90363024938199;6.10124839406287;24.9053383145089;8.8561532845916;7.43991964826648;0;0;Poma
BD04_inf_201724_004_02_RGBhr.jpg_8.jpg;80.3750734881835;-3.92822700839108;2.54990904517102;28.0977154313297;5.91001921991346;5.34454783907707;0;0;Poma
BD04_inf_201724_004_02_RGBhr.jpg_9.jpg;68.6210874496247;-6.39210193888884;5.88141821750594;32.5447793348255;6.0504142988326;7.14962539660455;0;0;Poma
BD04_inf_201724_004_02_RGBhr.jpg_10.jpg;80.4297125341292;-11.1247128256627;5.21997822151462;21.5210899435771;5.61375396196376;4.36116240141715;0;0;Poma
